ELECTORAL_DISTRICT_NUMBER,PROVINCE,ELECTORAL_DISTRICT_NAME,URBAN_SEMIURBAN_RURAL,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES_OBTAINED,PERCENTAGE_OF_VOTES_OBTAINED,MAJORITY,MAJORITY_PERCENTAGE,POPULATION,ELECTORS,PERCENTAGE_OF_VOTER_TURNOUT,ELECTED_CANDIDATE,ELECTED_CANDIDATE_PARTY,PROV_CODE
24076,Quebec,Trois-Rivières,Semi-urban,Martin Francoeur,Liberal,16637,28.6,,,110515,92413,64.2,"Villemure, René",Bloc Quebecois,QC
24076,Quebec,Trois-Rivières,Semi-urban,Adis Simidzija,NDP-New Democratic Party,4680,8.1,,,110515,92413,64.2,"Villemure, René",Bloc Quebecois,QC
24076,Quebec,Trois-Rivières,Semi-urban,Jean Landry,People's Party - PPC,1115,1.9,,,110515,92413,64.2,"Villemure, René",Bloc Quebecois,QC
24076,Quebec,Trois-Rivières,Semi-urban,Andrew Holman,Green Party,754,1.3,,,110515,92413,64.2,"Villemure, René",Bloc Quebecois,QC
24076,Quebec,Trois-Rivières,Semi-urban,Gilles Brodeur,Free Party Canada,735,1.3,,,110515,92413,64.2,"Villemure, René",Bloc Quebecois,QC
24074,Quebec,Vaudreuil--Soulanges,Semi-urban,Peter Schiefke,Liberal,30001,46.5,15693.0,24.3,119227,98386,66.9,"Schiefke, Peter",Liberal,QC
24074,Quebec,Vaudreuil--Soulanges,Semi-urban,Thierry Vadnais-Lapierre,Bloc Quebecois,14308,22.2,,,119227,98386,66.9,"Schiefke, Peter",Liberal,QC
24074,Quebec,Vaudreuil--Soulanges,Semi-urban,Karen Cox,Conservative,10556,16.3,,,119227,98386,66.9,"Schiefke, Peter",Liberal,QC
24074,Quebec,Vaudreuil--Soulanges,Semi-urban,Niklas Brake,NDP-New Democratic Party,6780,10.5,,,119227,98386,66.9,"Schiefke, Peter",Liberal,QC
24074,Quebec,Vaudreuil--Soulanges,Semi-urban,Cameron Stiff,Green Party,1631,2.5,,,119227,98386,66.9,"Schiefke, Peter",Liberal,QC
24074,Quebec,Vaudreuil--Soulanges,Semi-urban,Ginette Destrempes,Free Party Canada,1288,2.0,,,119227,98386,66.9,"Schiefke, Peter",Liberal,QC
24077,Quebec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Urban,Marc Miller,Liberal,24978,50.5,15737.0,31.8,114659,88878,56.4,"Miller, Marc",Liberal,QC
24077,Quebec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Urban,Sophie Thiébaut,NDP-New Democratic Party,9241,18.7,,,114659,88878,56.4,"Miller, Marc",Liberal,QC
24077,Quebec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Urban,Soledad Orihuela-Bouchard,Bloc Quebecois,6176,12.5,,,114659,88878,56.4,"Miller, Marc",Liberal,QC
24077,Quebec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Urban,Steve Shanahan,Conservative,6138,12.4,,,114659,88878,56.4,"Miller, Marc",Liberal,QC
24077,Quebec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Urban,Cynthia Charbonneau-Lavictoire,Green Party,1343,2.7,,,114659,88878,56.4,"Miller, Marc",Liberal,QC
24077,Quebec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Urban,Denise Dubé,People's Party - PPC,1291,2.6,,,114659,88878,56.4,"Miller, Marc",Liberal,QC
24077,Quebec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Urban,Hans Armando Vargas,Marijuana Party,134,0.3,,,114659,88878,56.4,"Miller, Marc",Liberal,QC
24077,Quebec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Urban,Linda Sullivan,Marxist-Leninist,122,0.2,,,114659,88878,56.4,"Miller, Marc",Liberal,QC
24078,Quebec,Vimy,Urban,Annie Koutrakis,Liberal,25316,49.8,13505.0,26.6,111867,88413,58.8,"Koutrakis, Annie",Liberal,QC
24078,Quebec,Vimy,Urban,Rachid Bandou,Bloc Quebecois,11811,23.2,,,111867,88413,58.8,"Koutrakis, Annie",Liberal,QC
24078,Quebec,Vimy,Urban,Rima El-Helou,Conservative,6829,13.4,,,111867,88413,58.8,"Koutrakis, Annie",Liberal,QC
24078,Quebec,Vimy,Urban,Vassif Aliev,NDP-New Democratic Party,4731,9.3,,,111867,88413,58.8,"Koutrakis, Annie",Liberal,QC
24078,Quebec,Vimy,Urban,Alejandro Morales-Loaiza,People's Party - PPC,2175,4.3,,,111867,88413,58.8,"Koutrakis, Annie",Liberal,QC
35001,Ontario,Ajax,Urban,Mark Holland,Liberal,28279,56.8,15042.0,30.2,119677,92945,54.1,"Holland, Mark",Liberal,ON
35001,Ontario,Ajax,Urban,Arshad Awan,Conservative,13237,26.6,,,119677,92945,54.1,"Holland, Mark",Liberal,ON
35001,Ontario,Ajax,Urban,Monique Hughes,NDP-New Democratic Party,6988,14.0,,,119677,92945,54.1,"Holland, Mark",Liberal,ON
35001,Ontario,Ajax,Urban,Leigh Paulseth,Green Party,1254,2.5,,,119677,92945,54.1,"Holland, Mark",Liberal,ON
35002,Ontario,Algoma--Manitoulin--Kapuskasing,Rural,Carol Hughes,NDP-New Democratic Party,15895,40.2,5010.0,12.7,79483,66921,59.5,"Hughes, Carol",NDP,ON
35002,Ontario,Algoma--Manitoulin--Kapuskasing,Rural,John Sagman,Conservative,10885,27.5,,,79483,66921,59.5,"Hughes, Carol",NDP,ON
35002,Ontario,Algoma--Manitoulin--Kapuskasing,Rural,Duke Peltier,Liberal,8888,22.5,,,79483,66921,59.5,"Hughes, Carol",NDP,ON
35002,Ontario,Algoma--Manitoulin--Kapuskasing,Rural,Harry Jaaskelainen,People's Party - PPC,2840,7.2,,,79483,66921,59.5,"Hughes, Carol",NDP,ON
35002,Ontario,Algoma--Manitoulin--Kapuskasing,Rural,Stephen Zimmermann,Green Party,726,1.8,,,79483,66921,59.5,"Hughes, Carol",NDP,ON
35002,Ontario,Algoma--Manitoulin--Kapuskasing,Rural,Clarence Baarda,Christian Heritage Party,289,0.7,,,79483,66921,59.5,"Hughes, Carol",NDP,ON
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,Urban,Leah Taylor Roy,Liberal,20764,45.2,1460.0,3.2,115227,84133,55.2,"Taylor Roy, Leah",Liberal,ON
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,Urban,Leona Alleslev,Conservative,19304,42.1,,,115227,84133,55.2,"Taylor Roy, Leah",Liberal,ON
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,Urban,Janice Hagan,NDP-New Democratic Party,3594,7.8,,,115227,84133,55.2,"Taylor Roy, Leah",Liberal,ON
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,Urban,Anthony Siskos,People's Party - PPC,1734,3.8,,,115227,84133,55.2,"Taylor Roy, Leah",Liberal,ON
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,Urban,Serge Korovitsyn,Libertarian,500,1.1,,,115227,84133,55.2,"Taylor Roy, Leah",Liberal,ON
35004,Ontario,Barrie--Innisfil,Semi-urban,John Brassard,Conservative,25234,47.7,9942.0,18.8,109286,90212,59.2,"Brassard, John",Conservative,ON
35004,Ontario,Barrie--Innisfil,Semi-urban,Lisa-Marie Wilson,Liberal,15292,28.9,,,109286,90212,59.2,"Brassard, John",Conservative,ON
35004,Ontario,Barrie--Innisfil,Semi-urban,Aleesha Gostkowski,NDP-New Democratic Party,8349,15.8,,,109286,90212,59.2,"Brassard, John",Conservative,ON
35004,Ontario,Barrie--Innisfil,Semi-urban,Corrado Brancato,People's Party - PPC,4060,7.7,,,109286,90212,59.2,"Brassard, John",Conservative,ON
35005,Ontario,Barrie--Springwater--Oro-Medonte,Semi-urban,Doug Shipley,Conservative,23555,45.1,7410.0,14.2,100788,82821,63.7,"Shipley, Doug",Conservative,ON
35005,Ontario,Barrie--Springwater--Oro-Medonte,Semi-urban,Tanya Saari,Liberal,16145,30.9,,,100788,82821,63.7,"Shipley, Doug",Conservative,ON
35005,Ontario,Barrie--Springwater--Oro-Medonte,Semi-urban,Sarah Lochhead,NDP-New Democratic Party,8910,17.1,,,100788,82821,63.7,"Shipley, Doug",Conservative,ON
35005,Ontario,Barrie--Springwater--Oro-Medonte,Semi-urban,Chris Webb,People's Party - PPC,3629,6.9,,,100788,82821,63.7,"Shipley, Doug",Conservative,ON
35006,Ontario,Bay of Quinte/Baie de Quinte,Semi-urban,Ryan Williams,Conservative,25479,41.3,2937.0,4.8,109735,95773,64.8,"Williams, Ryan",Conservative,ON
35006,Ontario,Bay of Quinte/Baie de Quinte,Semi-urban,Neil Ellis,Liberal,22542,36.5,,,109735,95773,64.8,"Williams, Ryan",Conservative,ON
35006,Ontario,Bay of Quinte/Baie de Quinte,Semi-urban,Stephanie Bell,NDP-New Democratic Party,9284,15.0,,,109735,95773,64.8,"Williams, Ryan",Conservative,ON
35006,Ontario,Bay of Quinte/Baie de Quinte,Semi-urban,Janine LeClerc,People's Party - PPC,3045,4.9,,,109735,95773,64.8,"Williams, Ryan",Conservative,ON
35006,Ontario,Bay of Quinte/Baie de Quinte,Semi-urban,Erica Charlton,Green Party,1350,2.2,,,109735,95773,64.8,"Williams, Ryan",Conservative,ON
35007,Ontario,Beaches--East York,Urban,Nathaniel Erskine-Smith,Liberal,28919,56.6,17406.0,34.1,109468,79273,64.9,"Erskine-Smith, Nathaniel",Liberal,ON
35007,Ontario,Beaches--East York,Urban,Alejandra Ruiz Vargas,NDP-New Democratic Party,11513,22.5,,,109468,79273,64.9,"Erskine-Smith, Nathaniel",Liberal,ON
35007,Ontario,Beaches--East York,Urban,Lisa Robinson,Conservative,7336,14.4,,,109468,79273,64.9,"Erskine-Smith, Nathaniel",Liberal,ON
35007,Ontario,Beaches--East York,Urban,Radu Rautescu,People's Party - PPC,1613,3.2,,,109468,79273,64.9,"Erskine-Smith, Nathaniel",Liberal,ON
35007,Ontario,Beaches--East York,Urban,Reuben Anthony DeBoer,Green Party,1388,2.7,,,109468,79273,64.9,"Erskine-Smith, Nathaniel",Liberal,ON
35007,Ontario,Beaches--East York,Urban,Karen Lee Wilde,Independent,166,0.3,,,109468,79273,64.9,"Erskine-Smith, Nathaniel",Liberal,ON
35007,Ontario,Beaches--East York,Urban,Jennifer Moxon,Communist,131,0.3,,,109468,79273,64.9,"Erskine-Smith, Nathaniel",Liberal,ON
35007,Ontario,Beaches--East York,Urban,Philip Fernandez,Marxist-Leninist,50,0.1,,,109468,79273,64.9,"Erskine-Smith, Nathaniel",Liberal,ON
35008,Ontario,Brampton Centre/Brampton-Centre,Urban,Shafqat Ali,Liberal,16189,47.7,5163.0,15.2,102270,64042,53.8,"Ali, Shafqat",Liberal,ON
35008,Ontario,Brampton Centre/Brampton-Centre,Urban,Jagdeep Singh,Conservative,11026,32.5,,,102270,64042,53.8,"Ali, Shafqat",Liberal,ON
35008,Ontario,Brampton Centre/Brampton-Centre,Urban,Jim McDowell,NDP-New Democratic Party,5932,17.5,,,102270,64042,53.8,"Ali, Shafqat",Liberal,ON
35008,Ontario,Brampton Centre/Brampton-Centre,Urban,Ronni Shino,Independent,824,2.4,,,102270,64042,53.8,"Ali, Shafqat",Liberal,ON
35009,Ontario,Brampton East/Brampton-Est,Urban,Maninder Sidhu,Liberal,22120,53.5,10473.0,25.3,122000,77261,54.1,"Sidhu, Maninder",Liberal,ON
35009,Ontario,Brampton East/Brampton-Est,Urban,Naval Bajaj,Conservative,11647,28.2,,,122000,77261,54.1,"Sidhu, Maninder",Liberal,ON
35009,Ontario,Brampton East/Brampton-Est,Urban,Gail Bannister-Clarke,NDP-New Democratic Party,6511,15.7,,,122000,77261,54.1,"Sidhu, Maninder",Liberal,ON
35009,Ontario,Brampton East/Brampton-Est,Urban,Manjeet Singh,People's Party - PPC,1073,2.6,,,122000,77261,54.1,"Sidhu, Maninder",Liberal,ON
35010,Ontario,Brampton North/Brampton-Nord,Urban,Ruby Sahota,Liberal,23412,54.3,10123.0,23.5,118180,75186,58.0,"Sahota, Ruby",Liberal,ON
35010,Ontario,Brampton North/Brampton-Nord,Urban,Medha Joshi,Conservative,13289,30.8,,,118180,75186,58.0,"Sahota, Ruby",Liberal,ON
35010,Ontario,Brampton North/Brampton-Nord,Urban,Teresa Yeh,NDP-New Democratic Party,6448,14.9,,,118180,75186,58.0,"Sahota, Ruby",Liberal,ON
35011,Ontario,Brampton South/Brampton-Sud,Urban,Sonia Sidhu,Liberal,21120,51.0,8524.0,20.6,121188,76330,54.9,"Sidhu, Sonia",Liberal,ON
35011,Ontario,Brampton South/Brampton-Sud,Urban,Ramandeep Brar,Conservative,12596,30.4,,,121188,76330,54.9,"Sidhu, Sonia",Liberal,ON
35011,Ontario,Brampton South/Brampton-Sud,Urban,Tejinder Singh,NDP-New Democratic Party,5894,14.2,,,121188,76330,54.9,"Sidhu, Sonia",Liberal,ON
35011,Ontario,Brampton South/Brampton-Sud,Urban,Nicholas Craniotis,People's Party - PPC,1820,4.4,,,121188,76330,54.9,"Sidhu, Sonia",Liberal,ON
35012,Ontario,Brampton West/Brampton-Ouest,Urban,Kamal Khera,Liberal,25780,55.3,12594.0,27.0,130000,87154,53.9,"Khera, Kamal",Liberal,ON
35012,Ontario,Brampton West/Brampton-Ouest,Urban,Jermaine Chambers,Conservative,13186,28.3,,,130000,87154,53.9,"Khera, Kamal",Liberal,ON
35012,Ontario,Brampton West/Brampton-Ouest,Urban,Gurprit Gill,NDP-New Democratic Party,6097,13.1,,,130000,87154,53.9,"Khera, Kamal",Liberal,ON
35012,Ontario,Brampton West/Brampton-Ouest,Urban,Rahul Samuel Zia,People's Party - PPC,1218,2.6,,,130000,87154,53.9,"Khera, Kamal",Liberal,ON
35012,Ontario,Brampton West/Brampton-Ouest,Urban,Sivakumar Ramasamy,Independent,328,0.7,,,130000,87154,53.9,"Khera, Kamal",Liberal,ON
35013,Ontario,Brantford--Brant,Semi-urban,Larry Brock,Conservative,26675,40.3,7880.0,11.9,130296,111520,59.6,"Brock, Larry",Conservative,ON
35013,Ontario,Brantford--Brant,Semi-urban,Alison Macdonald,Liberal,18795,28.4,,,130296,111520,59.6,"Brock, Larry",Conservative,ON
35013,Ontario,Brantford--Brant,Semi-urban,Adrienne Roberts,NDP-New Democratic Party,12964,19.6,,,130296,111520,59.6,"Brock, Larry",Conservative,ON
35013,Ontario,Brantford--Brant,Semi-urban,Cole Squire,People's Party - PPC,5633,8.5,,,130296,111520,59.6,"Brock, Larry",Conservative,ON
35013,Ontario,Brantford--Brant,Semi-urban,Karleigh Csordas,Green Party,1759,2.7,,,130296,111520,59.6,"Brock, Larry",Conservative,ON
35013,Ontario,Brantford--Brant,Semi-urban,Leslie Bory,Independent,160,0.2,,,130296,111520,59.6,"Brock, Larry",Conservative,ON
35013,Ontario,Brantford--Brant,Semi-urban,John The Engineer,Independent,136,0.2,,,130296,111520,59.6,"Brock, Larry",Conservative,ON
35014,Ontario,Bruce--Grey--Owen Sound,Rural,Alex Ruff,Conservative,28727,49.2,13989.0,23.9,107679,91757,64.1,"Ruff, Alex",Conservative,ON
35014,Ontario,Bruce--Grey--Owen Sound,Rural,Anne Marie Watson,Liberal,14738,25.2,,,107679,91757,64.1,"Ruff, Alex",Conservative,ON
35014,Ontario,Bruce--Grey--Owen Sound,Rural,Christopher Neudorf,NDP-New Democratic Party,7939,13.6,,,107679,91757,64.1,"Ruff, Alex",Conservative,ON
35014,Ontario,Bruce--Grey--Owen Sound,Rural,Anna-Marie Fosbrooke,People's Party - PPC,4697,8.0,,,107679,91757,64.1,"Ruff, Alex",Conservative,ON
35014,Ontario,Bruce--Grey--Owen Sound,Rural,Ashley Michelle Lawrence,Green Party,1789,3.1,,,107679,91757,64.1,"Ruff, Alex",Conservative,ON
35014,Ontario,Bruce--Grey--Owen Sound,Rural,Reima Kaikkonen,Independent,524,0.9,,,107679,91757,64.1,"Ruff, Alex",Conservative,ON
35015,Ontario,Burlington,Urban,Karina Gould,Liberal,31602,45.7,5860.0,8.5,123180,99765,69.7,"Gould, Karina",Liberal,ON
35015,Ontario,Burlington,Urban,Emily Brown,Conservative,25742,37.3,,,123180,99765,69.7,"Gould, Karina",Liberal,ON
35015,Ontario,Burlington,Urban,Nick Page,NDP-New Democratic Party,7507,10.9,,,123180,99765,69.7,"Gould, Karina",Liberal,ON
35015,Ontario,Burlington,Urban,Michael Bator,People's Party - PPC,2764,4.0,,,123180,99765,69.7,"Gould, Karina",Liberal,ON
35015,Ontario,Burlington,Urban,Christian Cullis,Green Party,1368,2.0,,,123180,99765,69.7,"Gould, Karina",Liberal,ON
35015,Ontario,Burlington,Urban,Jevin David Carroll,Rhinoceros Party,122,0.2,,,123180,99765,69.7,"Gould, Karina",Liberal,ON
35016,Ontario,Cambridge,Urban,Bryan May,Liberal,20866,38.0,1990.0,3.6,115463,90298,61.1,"May, Bryan",Liberal,ON
35016,Ontario,Cambridge,Urban,Connie Cody,Conservative,18876,34.4,,,115463,90298,61.1,"May, Bryan",Liberal,ON
35016,Ontario,Cambridge,Urban,Lorne Bruce,NDP-New Democratic Party,9319,17.0,,,115463,90298,61.1,"May, Bryan",Liberal,ON
35016,Ontario,Cambridge,Urban,Maggie Segounis,People's Party - PPC,3931,7.2,,,115463,90298,61.1,"May, Bryan",Liberal,ON
35016,Ontario,Cambridge,Urban,Michele Braniff,Green Party,1860,3.4,,,115463,90298,61.1,"May, Bryan",Liberal,ON
35088,Ontario,Carleton,Semi-urban,Pierre Poilievre,Conservative,35356,49.9,11058.0,15.6,102918,95813,74.4,"Poilievre, Pierre",Conservative,ON
35088,Ontario,Carleton,Semi-urban,Gustave Roy,Liberal,24298,34.3,,,102918,95813,74.4,"Poilievre, Pierre",Conservative,ON
35088,Ontario,Carleton,Semi-urban,Kevin Hua,NDP-New Democratic Party,8164,11.5,,,102918,95813,74.4,"Poilievre, Pierre",Conservative,ON
35088,Ontario,Carleton,Semi-urban,Peter Crawley,People's Party - PPC,1728,2.4,,,102918,95813,74.4,"Poilievre, Pierre",Conservative,ON
35088,Ontario,Carleton,Semi-urban,Nira Dookeran,Green Party,1327,1.9,,,102918,95813,74.4,"Poilievre, Pierre",Conservative,ON
35017,Ontario,Chatham-Kent--Leamington,Rural,Dave Epp,Conservative,22435,40.9,6752.0,12.3,109619,87011,63.5,"Epp, Dave",Conservative,ON
35017,Ontario,Chatham-Kent--Leamington,Rural,Greg Hetherington,Liberal,15683,28.6,,,109619,87011,63.5,"Epp, Dave",Conservative,ON
35017,Ontario,Chatham-Kent--Leamington,Rural,Dan Gelinas,NDP-New Democratic Party,8007,14.6,,,109619,87011,63.5,"Epp, Dave",Conservative,ON
35017,Ontario,Chatham-Kent--Leamington,Rural,Liz Vallee,People's Party - PPC,7892,14.4,,,109619,87011,63.5,"Epp, Dave",Conservative,ON
35017,Ontario,Chatham-Kent--Leamington,Rural,Mark Vercouteren,Green Party,837,1.5,,,109619,87011,63.5,"Epp, Dave",Conservative,ON
35018,Ontario,Davenport,Urban,Julie Dzerowicz,Liberal,19930,42.1,76.0,0.2,108473,78167,61.1,"Dzerowicz, Julie",Liberal,ON
35018,Ontario,Davenport,Urban,Alejandra Bravo,NDP-New Democratic Party,19854,42.0,,,108473,78167,61.1,"Dzerowicz, Julie",Liberal,ON
35018,Ontario,Davenport,Urban,Jenny Kalimbet,Conservative,4774,10.1,,,108473,78167,61.1,"Dzerowicz, Julie",Liberal,ON
35018,Ontario,Davenport,Urban,Tara Dos Remedios,People's Party - PPC,1499,3.2,,,108473,78167,61.1,"Dzerowicz, Julie",Liberal,ON
35018,Ontario,Davenport,Urban,Adrian Currie,Green Party,1087,2.3,,,108473,78167,61.1,"Dzerowicz, Julie",Liberal,ON
35018,Ontario,Davenport,Urban,Troy Young,Independent,86,0.2,,,108473,78167,61.1,"Dzerowicz, Julie",Liberal,ON
35018,Ontario,Davenport,Urban,Chai Kalevar,Independent,77,0.2,,,108473,78167,61.1,"Dzerowicz, Julie",Liberal,ON
35019,Ontario,Don Valley East/Don Valley-Est,Urban,Michael Coteau,Liberal,22356,59.9,13590.0,36.4,94579,64206,58.9,"Coteau, Michael",Liberal,ON
35019,Ontario,Don Valley East/Don Valley-Est,Urban,Penelope Williams,Conservative,8766,23.5,,,94579,64206,58.9,"Coteau, Michael",Liberal,ON
35019,Ontario,Don Valley East/Don Valley-Est,Urban,Simon Topp,NDP-New Democratic Party,4618,12.4,,,94579,64206,58.9,"Coteau, Michael",Liberal,ON
35019,Ontario,Don Valley East/Don Valley-Est,Urban,Peter De Marco,People's Party - PPC,1585,4.2,,,94579,64206,58.9,"Coteau, Michael",Liberal,ON
35020,Ontario,Don Valley North/Don Valley-Nord,Urban,Han Dong,Liberal,22067,54.4,9969.0,24.6,110076,74038,55.2,"Dong, Han",Liberal,ON
35020,Ontario,Don Valley North/Don Valley-Nord,Urban,Sabrina Zuniga,Conservative,12098,29.8,,,110076,74038,55.2,"Dong, Han",Liberal,ON
35020,Ontario,Don Valley North/Don Valley-Nord,Urban,Bruce Griffin,NDP-New Democratic Party,4304,10.6,,,110076,74038,55.2,"Dong, Han",Liberal,ON
35020,Ontario,Don Valley North/Don Valley-Nord,Urban,Jay Sobel,People's Party - PPC,1301,3.2,,,110076,74038,55.2,"Dong, Han",Liberal,ON
35020,Ontario,Don Valley North/Don Valley-Nord,Urban,Natalie Telfer,Green Party,765,1.9,,,110076,74038,55.2,"Dong, Han",Liberal,ON
35021,Ontario,Don Valley West/Don Valley-Ouest,Urban,Rob Oliphant,Liberal,24798,52.7,8103.0,17.2,102508,71385,66.4,"Oliphant, Rob",Liberal,ON
35021,Ontario,Don Valley West/Don Valley-Ouest,Urban,Yvonne Robertson,Conservative,16695,35.5,,,102508,71385,66.4,"Oliphant, Rob",Liberal,ON
35021,Ontario,Don Valley West/Don Valley-Ouest,Urban,Syeda Riaz,NDP-New Democratic Party,3814,8.1,,,102508,71385,66.4,"Oliphant, Rob",Liberal,ON
35021,Ontario,Don Valley West/Don Valley-Ouest,Urban,Michael Minas,People's Party - PPC,881,1.9,,,102508,71385,66.4,"Oliphant, Rob",Liberal,ON
35021,Ontario,Don Valley West/Don Valley-Ouest,Urban,Elvira Caputolan,Green Party,761,1.6,,,102508,71385,66.4,"Oliphant, Rob",Liberal,ON
35021,Ontario,Don Valley West/Don Valley-Ouest,Urban,Adil Khan,Centrist,65,0.1,,,102508,71385,66.4,"Oliphant, Rob",Liberal,ON
35022,Ontario,Dufferin--Caledon,Rural,Kyle Seeback,Conservative,31490,48.0,11623.0,17.7,128237,108375,60.9,"Seeback, Kyle",Conservative,ON
35022,Ontario,Dufferin--Caledon,Rural,Lisa Post,Liberal,19867,30.3,,,128237,108375,60.9,"Seeback, Kyle",Conservative,ON
35022,Ontario,Dufferin--Caledon,Rural,Samantha Sanchez,NDP-New Democratic Party,6866,10.5,,,128237,108375,60.9,"Seeback, Kyle",Conservative,ON
35022,Ontario,Dufferin--Caledon,Rural,Anthony Zambito,People's Party - PPC,4389,6.7,,,128237,108375,60.9,"Seeback, Kyle",Conservative,ON
35022,Ontario,Dufferin--Caledon,Rural,Jenni Michelle Le Forestier,Green Party,2754,4.2,,,128237,108375,60.9,"Seeback, Kyle",Conservative,ON
35022,Ontario,Dufferin--Caledon,Rural,Stephen McKendrick,Independent,207,0.3,,,128237,108375,60.9,"Seeback, Kyle",Conservative,ON
35023,Ontario,Durham,Semi-urban,Erin O'Toole,Conservative,31423,46.4,11156.0,16.5,130872,111428,61.2,"O'Toole, Erin",Conservative,ON
35023,Ontario,Durham,Semi-urban,Jonathan Giancroce,Liberal,20267,29.9,,,130872,111428,61.2,"O'Toole, Erin",Conservative,ON
35023,Ontario,Durham,Semi-urban,Chris Cameron,NDP-New Democratic Party,11865,17.5,,,130872,111428,61.2,"O'Toole, Erin",Conservative,ON
35023,Ontario,Durham,Semi-urban,Patricia Conlin,People's Party - PPC,3725,5.5,,,130872,111428,61.2,"O'Toole, Erin",Conservative,ON
35023,Ontario,Durham,Semi-urban,Sarah Gabrielle Baron,Independent,251,0.4,,,130872,111428,61.2,"O'Toole, Erin",Conservative,ON
35023,Ontario,Durham,Semi-urban,Adam Smith,Rhinoceros Party,150,0.2,,,130872,111428,61.2,"O'Toole, Erin",Conservative,ON
35023,Ontario,Durham,Semi-urban,Kurdil-Telt Patch,Independent,49,0.1,,,130872,111428,61.2,"O'Toole, Erin",Conservative,ON
35024,Ontario,Eglinton--Lawrence,Urban,Marco Mendicino,Liberal,24051,48.5,5969.0,12.0,114395,81074,61.8,"Mendicino, Marco",Liberal,ON
35024,Ontario,Eglinton--Lawrence,Urban,Geoff Pollock,Conservative,18082,36.4,,,114395,81074,61.8,"Mendicino, Marco",Liberal,ON
35024,Ontario,Eglinton--Lawrence,Urban,Caleb Senneker,NDP-New Democratic Party,4543,9.2,,,114395,81074,61.8,"Mendicino, Marco",Liberal,ON
35024,Ontario,Eglinton--Lawrence,Urban,Eric Frydman,Green Party,1490,3.0,,,114395,81074,61.8,"Mendicino, Marco",Liberal,ON
35024,Ontario,Eglinton--Lawrence,Urban,Timothy Gleeson,People's Party - PPC,1445,2.9,,,114395,81074,61.8,"Mendicino, Marco",Liberal,ON
35025,Ontario,Elgin--Middlesex--London,Semi-urban,Karen Vecchio,Conservative,31472,49.9,19146.0,30.4,115052,97732,64.9,"Vecchio, Karen",Conservative,ON
35025,Ontario,Elgin--Middlesex--London,Semi-urban,Afeez Ajibowu,Liberal,12326,19.5,,,115052,97732,64.9,"Vecchio, Karen",Conservative,ON
35025,Ontario,Elgin--Middlesex--London,Semi-urban,Katelyn Cody,NDP-New Democratic Party,10086,16.0,,,115052,97732,64.9,"Vecchio, Karen",Conservative,ON
35025,Ontario,Elgin--Middlesex--London,Semi-urban,Chelsea Hillier,People's Party - PPC,7429,11.8,,,115052,97732,64.9,"Vecchio, Karen",Conservative,ON
35025,Ontario,Elgin--Middlesex--London,Semi-urban,Amanda Stark,Green Party,1417,2.2,,,115052,97732,64.9,"Vecchio, Karen",Conservative,ON
35025,Ontario,Elgin--Middlesex--London,Semi-urban,Michael Hopkins,Christian Heritage Party,328,0.5,,,115052,97732,64.9,"Vecchio, Karen",Conservative,ON
35026,Ontario,Essex,Rural,Chris Lewis,Conservative,28741,41.1,6463.0,9.2,125442,105753,66.6,"Lewis, Chris",Conservative,ON
35026,Ontario,Essex,Rural,Tracey Ramsey,NDP-New Democratic Party,22278,31.8,,,125442,105753,66.6,"Lewis, Chris",Conservative,ON
35026,Ontario,Essex,Rural,Audrey Festeryga,Liberal,10813,15.5,,,125442,105753,66.6,"Lewis, Chris",Conservative,ON
35026,Ontario,Essex,Rural,Beth Charron-Rowberry,People's Party - PPC,6925,9.9,,,125442,105753,66.6,"Lewis, Chris",Conservative,ON
35026,Ontario,Essex,Rural,Nancy Pancheshan,Green Party,865,1.2,,,125442,105753,66.6,"Lewis, Chris",Conservative,ON
35026,Ontario,Essex,Rural,Jeremy Palko,Christian Heritage Party,182,0.3,,,125442,105753,66.6,"Lewis, Chris",Conservative,ON
